Samples,Mode,Type,Group,Treatment,Plate,Experiment,ANPnC1,ANPnC2,ANPnC3,ANPnC4,ANPnC5,ANPnC6,ANPnC7,ANPnC8,ANPnC9,ANPnC10,ANPnC11,ANPnC12,ANPnC13,ANPnC14,ANPnC15,ANPnC16,ANPnC17,ANPnC18,ANPnC19,ANPnC20,ANPnC21,ANPnC22,ANPnC23,ANPnC24,ANPnC25,ANPnC26,ANPnC27,ANPnC28,ANPnC29,ANPnC30,ANPnC31,ANPnC32,ANPnC33,ANPnC34,ANPnC35,ANPnC36,ANPnC37,ANPnC38,ANPnC39,ANPnC40,ANPnC41,ANPnC42,ANPnC43,ANPnC44,ANPnC45,ANPnC46,ANPnC47,ANPnC48,ANPnC49,ANPnC50,ANPnC51,ANPnC52,ANPnC53,ANPnC54,ANPnC55,ANPnC56,ANPnC57,ANPnC58,ANPnC59,ANPnC60,ANPnC61,ANPnC62,ANPnC63,ANPnC64,ANPnC65,ANPnC66,ANPnC67,ANPnC68,ANPnC69,ANPnC70,ANPnC71,ANPnC72,ANPnC73,ANPnC74,ANPnC75,ANPnC76,ANPnC77,ANPnC78,ANPnC79,ANPnC80,ANPnC81,ANPnC82,ANPnC83,ANPnC84,ANPnC85,ANPnC86,ANPnC87,ANPnC88,ANPnC89,ANPnC90,ANPnC91,ANPnC92,ANPnC93,ANPnC94,ANPnC95,ANPnC96,ANPnC97,ANPnC98,ANPnC99,ANPnC100,ANPnC101,ANPnC102,ANPnC103,ANPnC104,ANPnC105,ANPnC106,ANPnC107,ANPnC108,ANPnC109,ANPnC110,ANPnC111,ANPnC112,ANPnC113,ANPnC114,ANPnC115,ANPnC116,ANPnC117,ANPnC118,ANPnC119,ANPnC120,ANPnC121,ANPnC122,ANPnC123,ANPnC124,ANPnC125,ANPnC126,ANPnC127,ANPnC128,ANPnC129,ANPnC130,ANPnC131,ANPnC132,ANPnC133,ANPnC134,ANPnC135,ANPnC136,ANPnC137,ANPnC138,ANPnC139,ANPnC140,ANPnC141,ANPnC142,ANPnC143,ANPnC144,ANPnC145,ANPnC146,ANPnC147,ANPnC148,ANPnC149,ANPnC150,ANPnC151,ANPnC152,ANPnC153,ANPnC154,ANPnC155,ANPnC156,ANPnC157,ANPnC158,ANPnC159,ANPnC160,ANPnC161,ANPnC162,ANPnC163,ANPnC164,ANPnC165,ANPnC166,ANPnC167,ANPnC168,ANPnC169,ANPnC170,ANPnC171,ANPnC172,ANPnC173,ANPnC174,ANPnC175,ANPnC176,ANPnC177,ANPnC178,ANPnC179,ANPnC180,ANPnC181,ANPnC182,ANPnC183,ANPnC184,ANPnC185,ANPnC186,ANPnC187,ANPnC188,ANPnC189,ANPnC190,ANPnC191,ANPnC192,ANPnC193,ANPnC194,ANPnC195,ANPnC196,ANPnC197,ANPnC198,ANPnC199,ANPnC200,ANPnC201,ANPnC202,ANPnC203,ANPnC204,ANPnC205,ANPnC206,ANPnC207,ANPnC208,ANPnC209,ANPnC210,ANPnC211
QC1,neg,cells,QC,QC,QC,QC,20808.27135,325563.4151,370391.2284,354208.4913,165304.8572,8360683.105,1025534.691,75554.76454,512925.0251,30531740.57,64465.9471,4070352.136,4070860.308,219624.9865,118727.8213,164137.7667,4054380.775,1524142.872,255149.9783,1109798.796,49517.1367,63997.47735,670471.7019,467837.6832,327111.564,4597734.884,692745.1973,43043.48739,1638581.371,3149991.414,149689.9579,20401284.34,18487526.75,432895.2251,853446.6223,25492.16865,381169.7848,2585490.918,3590894.878,499666.3247,255501.9136,109184.7857,118937.8977,8417405.867,24456427.99,92203.06252,183872.6671,61750.98382,5528996.785,9173155.288,136045.4347,40558.89606,217863.3088,563358.3939,2342497.076,8994264.554,336148.7505,133648.9334,32222002.74,146055.8914,72969.67341,409652.5488,132978.7603,27837.96676,1111458.454,203875.6771,235357.4639,18999.81669,110192.9175,390583.0609,1135173.635,1064183.283,31644.16575,221826.5804,4879.797757,39334.34087,2772560.269,101355.4444,156457.3527,95733.21007,117661.5263,88692.27061,148668.21,170039.7958,2918.171929,186020.1442,47242.00866,317422.319,42005.84505,333896.5405,287216.144,152409.6477,5594656.609,12058.06484,1044261.863,25779.78807,621870.5208,604136.0419,2890979.783,203498.8093,3161405.139,43275.10729,3431.025208,82881.52533,29745.01431,659040.9212,25632237.41,11692.80877,40044.03811,7864.006133,227947.5298,443729.7227,1073212.95,31392.96977,12214.37568,160057.972,26662.80919,126032.5933,67849.54154,46319.57684,630334.8594,3603464.839,25536.7627,123784.1911,43114.85874,26321.50628,4882.021613,163374.0194,299854.3694,44587.32745,216324.7992,38118.21486,92766.96977,20836310.86,33936.39153,165999.0168,35107.9784,1719304.194,73355.00598,5623905.871,127163.738,795707.1237,153257.1743,176517.7468,12805302.53,448952.8122,26559.08848,27453.55574,7235.479062,264859.4038,271945.1332,91941.92,343565.2653,187738.5081,9581681.881,5092.738157,18471.66646,87649.9629,4693.49532,45607.0896,54951.94159,337884.3322,407050.0145,201924.7796,810911.915,17621.12961,20419.38861,44557.86476,2460.598289,44494.09212,52229.23339,43282.10954,18651.76355,447.9365625,26597.34614,11052.16693,70170.27704,171892.2524,577.6740569,5541.174495,1076054.471,18369.16846,71340.77529,356.0361595,237960.9559,46554.48422,462439.3868,50067.07063,126714.202,350843.8049,20768.46209,12310.94317,2597406.901,126675.9194,15494.51657,682689.8133,797131.235,3159844.238,1360679.942,20238.52692,39915.79416,25441922.83,37244867.73,537110.7773,481975.9328,130417.7033,1733.103422,25328.14637,13333.67758,25490.34564,5973.544614
QC2,neg,cells,QC,QC,QC,QC,25359.57698,310333.7748,327638.746,335588.2963,160429.4585,8541550.841,1148145.653,77336.5638,425312.5956,29941516.48,73987.76553,22527.07625,22551.21213,220438.6449,111100.2781,146793.6242,3906195.082,1599762.966,254204.5951,1069906.912,48419.53875,63762.40758,370593.4353,409447.2372,272927.3479,4301200.463,689432.913,52005.23898,1663274.818,2963519.64,146200.3319,21731352.54,15761058.54,377583.8945,719005.6154,24681.30058,353995.7423,2483627.373,3335614.819,455742.1306,265510.6408,97192.75043,110395.7505,7963057.679,24446743.43,89230.91522,168753.0991,72981.8354,5126455.984,8364580.799,147592.112,46084.00415,239432.4707,568817.1752,2116630.618,9364207.484,354961.1046,130735.1756,30507742.82,161479.8321,61234.28026,397582.1361,167256.7093,23501.37234,1371973.436,194202.3548,211165.4378,19231.05278,108262.9928,370731.0899,904633.7871,1078551.4,31864.28212,242012.003,2890.222945,39450.85224,2618897.419,95450.76363,170861.7731,94013.6364,134090.6089,84827.60265,114371.2952,184808.6377,3551.057619,188503.7747,47539.80372,319168.909,37497.64438,348092.2874,292086.9311,155648.1341,4279274.002,12574.38198,802531.0023,26101.29444,556608.9125,545814.138,2652522.308,204181.2236,3022461.961,50446.65222,4357.460585,94435.26192,28621.4286,561449.1762,25968252.29,11159.81351,33736.84501,6499.839173,188651.552,434307.4146,1043483.722,33741.11471,8980.217145,162547.7319,27895.96239,125803.3766,60886.76146,47460.79767,518379.9965,4822139.483,21694.87955,118136.2959,41515.84078,36005.05474,6075.53926,155301.9721,267676.1177,42300.78114,234510.9027,39225.37233,95632.53976,19710237.07,18652.20851,173553.2991,42353.8527,1434295.617,68223.61814,4992571.999,125723.1736,791253.9218,125119.5718,130030.3511,12766815.6,382162.1733,23101.66248,24637.12214,8080.015448,256732.2213,227479.4014,93156.36761,340566.7105,194207.0273,9793721.052,3621.037492,18555.74731,67705.94231,5102.357763,47366.22832,58805.5545,334556.39,392969.5017,193138.7166,618340.4927,18477.31191,35611.71532,51468.73376,3744.484667,49059.67457,33053.47135,24926.34316,14417.13797,,26911.20051,10352.6433,86731.07264,183918.3702,2265.238656,4504.322481,1207671.143,17537.14207,100972.3208,537.9198102,226582.157,39135.34531,438249.1061,49456.26008,150630.7345,406932.8098,18951.02371,14942.08608,2955611.644,148345.7336,8093.175622,649293.2053,605796.404,1258599.729,352240.0937,15835.27957,32762.47094,16297011.74,31784650.24,546779.5648,496150.1771,71317.74373,3048.377125,27225.35463,14688.15682,15453.05568,8365.345621
QC3,neg,cells,QC,QC,QC,QC,23388.02578,304098.4275,314413.1111,330239.0791,153702.9874,8337919.66,1087302.011,88662.87491,410206.7081,29041454.7,64091.76759,4335297.738,4334812.02,223761.7012,122695.646,162836.0924,3917067.657,1664311.368,232652.5732,1044543.92,36541.69955,59599.20143,330005.1949,400529.0747,297217.2052,4365334.126,680159.9186,48725.21409,1666554.959,2982481.709,138793.0316,21346435.87,14115589.39,360669.6986,661046.7828,24373.87197,348610.0377,2533735.322,3312435.823,461827.0554,226089.3393,98684.79377,107409.8855,7585545.585,22693060.46,86848.78588,156198.8607,76194.29449,5140883.201,8227611.196,147025.4779,35854.48095,238786.9134,552553.7556,1936269.852,9395913.774,344236.3145,124878.564,30731008.35,158379.092,60409.28199,406686.3369,153964.9475,22911.4061,1338007.443,196067.1754,207440.6901,19870.00577,102830.4298,358661.4705,889610.1826,994737.6677,34582.45607,241118.1218,4772.752213,44987.95448,2443398.259,81468.09454,170675.494,98625.33683,126496.2652,85885.22389,120275.0432,182753.1387,3541.215931,170014.1475,45878.96901,291040.7515,35318.30352,354601.5905,284314.0096,159056.0228,4056771.36,10378.15978,749477.6346,24239.37065,546758.0785,549347.7654,2520441.133,203573.189,3027213.336,54131.79193,3696.648513,96054.45981,34938.22329,528399.3477,24186245.16,14081.93155,34854.02909,5856.124901,204496.5811,408802.4437,1019631.617,35883.96303,11320.02381,149850.4613,25702.58205,142297.2718,62188.25391,47074.18332,499245.2578,4935825.656,22874.58098,119683.1033,41212.13897,36097.37087,5616.031479,148493.0023,259656.4551,41692.00533,215163.1001,36383.11349,87144.77868,19918144.07,21568.27381,178013.7045,47463.88921,1417151.443,75596.40222,4464120.182,133161.9155,751172.7725,124061.2604,137723.5889,12678395.39,364746.8761,22328.16579,25680.41357,9053.921329,253058.0089,245234.1619,93131.40587,346376.5183,191884.6283,9941914.516,4575.821493,17480.04748,64456.76013,6102.770158,43881.90507,49681.82878,332211.4218,391079.8799,192525.6785,572066.9186,17686.41352,38652.11627,46513.89607,1497.258004,44664.24232,32025.90869,27005.4361,14927.44649,,26197.80339,9462.034311,94351.17646,191621.0527,775.3532945,5741.364109,1224008.667,16207.10062,111692.8254,,214719.8777,40592.94437,424357.3528,50604.60955,156187.3254,433146.1022,17957.66227,17409.56874,3046499.336,167416.9552,8271.214728,627621.1624,621999.809,1239247.888,349095.2019,16939.67787,33685.72069,15697222.68,30028111.31,535733.9659,460391.9132,69897.60333,3382.18051,28196.40484,15135.86511,15725.59363,8925.884089
QC4,neg,cells,QC,QC,QC,QC,27846.06152,309032.6922,315488.8775,312883.3109,162528.2522,8426971.542,1057691.102,76051.73608,375923.6235,27668017.39,81378.48472,227687.8864,223887.6528,229058.5561,127806.1425,158316.5168,3957064.412,1647088.447,226637.815,989963.4719,40571.45302,61447.42267,319124.1634,363864.8588,290014.7751,4389788.365,659061.6144,45985.91238,1669265.369,3030048.676,126037.9465,20993853.29,14409450.61,397163.7092,664965.9184,24566.83912,338578.3684,2580105.506,3380466.283,427817.4651,236091.5196,113973.3632,116175.3364,7029495.583,22088769.28,88071.28916,145335.9002,82963.10745,5256142.906,8491743.323,130524.8746,42217.83967,240690.0326,537092.1103,1950517.403,9516757.692,354462.6704,135072.5999,30960128.96,159521.9056,72054.93989,412349.9087,160178.7507,21431.67199,1333154.568,182235.5561,189403.9754,19395.28669,110463.7316,353334.7746,914829.2634,977942.0346,31953.36223,244456.037,2938.432518,39642.57149,2439829.441,80541.17836,169042.7107,100860.1399,121908.6364,86302.03943,110893.2158,189470.8957,4130.905767,173808.6804,47879.23893,300441.6501,34066.90781,350399.1174,301368.5843,136970.1108,3909042.03,11161.13818,736629.9122,24804.16198,554814.9137,510541.597,2520155.732,192520.9283,3059255.322,51785.41563,4724.082092,94304.01476,31133.18229,523711.2202,24690732.56,13870.40969,34521.65652,8620.62529,206198.5223,419186.9452,1004387.575,32799.63923,10827.68626,138890.3793,23085.65032,142555.8771,58805.79189,50366.77167,514286.5895,4956044.589,25323.43161,120248.0343,38946.11404,29989.25306,2033.504863,154544.832,263092.9099,38723.82784,209705.8059,38695.81538,87515.39411,20069422.29,22911.13979,183918.5384,41981.96249,1389744.084,70117.64487,4431282.677,124491.6831,695829.6375,112004.9261,134731.957,12609575.01,361416.8028,22666.27036,24597.8304,9511.289911,229281.953,261350.1403,96947.15194,334452.2631,196288.4603,10136226.6,4051.371737,20244.34721,63609.97796,4788.805524,43381.65897,58314.10174,317999.1626,404053.0247,183181.832,562462.2387,18001.64804,51138.56112,41354.74679,4110.940573,46338.34923,37789.13887,23660.62909,15415.77342,831.1691264,24022.49831,8801.760827,98854.28862,190248.6362,1114.134322,6684.606153,1248886.033,20184.60887,117057.9646,534.3718888,222105.1268,42579.08699,426841.639,48587.86738,169614.1783,435124.4981,18252.06553,16543.06631,3125072.258,186787.0177,8554.877642,637947.4704,591995.6794,1204220.024,350821.3019,18592.26469,35980.20001,14688763.83,30137436.41,533846.9483,474967.5946,70869.29581,2995.056946,26149.15989,14287.09756,16769.56374,6464.996787
QC5,neg,cells,QC,QC,QC,QC,22471.24492,310379.8868,332025.8514,307803.0265,156248.9334,8354050.78,1098860.455,94131.85781,368981.2363,28375941.73,66326.36394,108299.7959,4303097.04,222895.9849,120854.1104,180501.8864,4023317.359,1673387.218,232538.1274,953307.2504,38695.4111,61064.01518,312772.9642,425435.6887,295196.8357,4419366.987,630300.0939,43276.83766,1670881.421,2968917.677,140491.7165,20818187.44,14422163.58,396420.6372,660955.2505,17302.45874,328864.2115,2589363.15,3320526.09,460845.1062,245947.604,118643.9429,112027.6604,6976784.737,22148240.11,94191.72307,153406.4599,86318.65904,5196711.978,8738174.033,150105.3617,38818.79452,245646.8791,495124.7317,1921386.816,9540668.102,355513.833,130336.8461,31050285.11,166852.9288,73882.94014,409414.3819,163887.7593,22535.21044,1331393.164,188337.6224,196034.1306,19578.81132,112958.224,346445.2759,927121.9849,944582.2744,28921.07335,232933.421,4637.701465,36150.32122,2466228.527,96712.7834,178433.643,101174.2914,120888.5391,79744.36911,110477.0008,198257.2662,6316.260409,177027.6668,43810.42554,320641.8397,39811.30293,349138.2049,297747.1446,129027.3597,3781834.288,11310.46689,695357.7085,28306.98716,564066.4703,508019.0061,2540460.692,191612.5588,3084014.822,43375.97619,3775.66291,88609.28387,27465.64672,505551.6608,24711284.86,15882.43047,35140.75969,6633.702178,193085.3064,431104.0506,972823.1153,37701.845,8953.669868,139158.809,31584.60149,123326.7054,60538.9295,52800.80063,507539.1016,4965213.847,20059.9181,120049.6916,40146.62773,36159.74275,6161.422094,158138.9131,271986.6581,41600.89559,210895.1693,37078.61937,87524.82737,20444717.27,22978.87345,175296.4725,43688.2357,1375121.317,80910.57795,4429766.059,122117.4602,730922.003,119988.5245,127161.9314,12323113.57,370759.0102,22029.92455,26898.84729,8198.534436,238950.2492,264162.3578,95663.01383,338509.3475,201338.2227,10173909.8,4082.215742,17422.77022,63006.65148,5526.192313,43011.06833,50308.13555,310656.0851,381184.0662,190785.7461,570871.4882,16850.34996,57681.85262,44485.24292,2630.521709,43665.63555,33059.21756,23778.71371,14888.53163,532.0633145,26149.61297,9983.129486,99423.269,180126.3301,2763.661934,6671.029867,1268781.939,17496.31873,125064.2476,470.2405588,231638.6006,45463.7766,432594.4298,53368.98685,171414.4551,432378.5231,17060.0142,17573.76023,3207616.379,195737.1141,9353.62569,615884.1025,589922.8615,1214715.122,350065.6914,14367.98274,32652.36355,14660265.46,29229242.22,529227.7702,479469.5475,74010.57287,2721.767228,30001.50533,17448.3539,16876.34727,7671.272683
QC6,neg,cells,QC,QC,QC,QC,22911.82282,286109.1319,328880.965,297844.1834,161589.3386,6985104.814,959203.5864,79484.00789,174988.739,27233483,59264.67236,4044798.954,4079617.282,209738.8438,129870.0027,169471.7629,3521188.376,1719685.275,223759.5401,917310.6724,29332.80338,51877.46937,191646.1162,349789.2935,281067.2063,4016259.042,624719.4926,51424.30012,1489684.766,2475042.335,140418.2776,18148501.59,12256538.19,405344.8869,535166.7388,22681.0251,310737.662,2459507.264,3065550.969,429624.4442,242745.9284,134313.2451,112754.5448,5668708.828,20760178.49,88319.14252,117043.1262,106512.2463,5086579.003,9558721.857,145414.6601,46669.52093,198425.1173,524055.799,1364982.4,9017691.204,299655.1556,129801.7166,29908244.53,160499.672,61750.77076,329101.164,172146.9999,19995.80801,1133715.232,168993.0094,125916.1584,20488.0401,106843.376,298655.322,749240.7054,903170.7733,30325.84171,224950.8521,3241.832406,36803.43279,2231802.22,86324.0877,185853.8996,90155.38824,102276.3455,68064.40486,88567.5854,219348.3798,3847.612863,169958.5848,47951.85422,331387.3851,35682.51915,303547.1773,267690.866,104509.5565,2473592.278,11542.90292,289402.793,23168.41675,527887.4686,514629.797,2291821.757,190853.795,2710299.54,47236.68521,1613.082609,73783.0056,22096.72278,310554.4142,22346699.1,13886.21102,30501.29072,8343.482846,218068.8026,433257.7177,772350.9189,37022.73026,10378.5599,113585.3752,22173.01439,135141.4476,54950.57251,55343.78282,277652.4876,5974412.203,19063.91763,112414.042,42239.4638,35571.32381,4407.462317,162623.1146,268933.6272,41345.29301,214360.4754,43049.95777,93537.13672,21516150.94,,158804.9538,38004.58936,1265781.233,88425.40459,3743872.443,134948.4166,790239.0033,112096.5509,130748.8477,13122553.61,316035.805,20447.32731,21177.26074,7978.925701,216095.7986,292635.2488,87476.14236,353265.2285,198524.4668,8558995.903,2975.459768,22967.68698,46974.16891,6263.092495,40546.65841,56003.58179,340388.0583,360047.383,199492.6759,479339.852,19412.27758,18268.54837,26173.41081,2063.349731,40409.66511,14049.20687,14060.04167,14625.97052,1399.878551,26267.969,7682.145266,71725.21726,152371.5906,1396.815574,4873.27599,989298.6991,14630.34244,83531.11151,521.8104898,232852.4975,33249.22485,410398.7969,42196.99163,108017.3662,344262.6758,16551.47787,13041.73365,2542118.505,102428.5761,7176.385377,491980.7764,425040.415,832123.8224,238824.5384,13388.9797,29316.34579,6046170.013,22006822.65,487018.9628,423234.145,66258.23915,1713.8788,24490.54537,13847.20743,13445.05494,4610.361558
QC7,neg,cells,QC,QC,QC,QC,23719.74839,295097.6616,367731.1492,328822.2673,138804.9658,7005458.601,922181.1588,69304.79302,264990.6684,26940691.93,59901.44049,3864905.352,3837051.084,191996.0941,118645.7472,142650.5974,3500920.738,1543612.358,209322.2283,913374.1168,40790.21527,55442.12333,190299.9824,339452.1224,281418.5732,4001298.465,615368.1623,40000.99338,1476715.929,2661622.331,142745.2689,17600242.13,13135535.19,404781.8064,626985.5378,25618.47238,320614.4066,2402314.381,3047263.334,428809.2511,232763.0758,128213.0438,117223.193,6034209.232,19972311.93,88825.17836,135705.769,121591.6696,4769507.076,9917767.278,122282.0175,48231.37631,201374.8456,525443.9505,1580857.124,8659820.764,292370.8632,117502.5755,28644482.38,181236.8538,69910.24437,319399.0265,146989.338,20465.5681,1167667.186,167655.1513,163694.8801,18980.95035,96223.01836,288764.43,763251.4492,865971.3891,26674.0039,224405.3159,3545.6465,37412.83816,2181088.062,77260.29657,183869.8474,87094.4783,105258.3932,74866.89095,88724.96789,215022.6915,3315.166606,152460.3991,40101.82778,331414.4378,35024.77695,319777.5729,271721.0121,142374.9736,3459953.448,13515.89456,521930.9162,23284.36793,515088.1311,468020.1695,2315196.165,178501.3869,2658689.97,45597.17052,1745.118851,72983.15004,31249.57744,431284.5933,22717913.36,20560.14713,30151.57843,6606.152464,209958.246,465360.7705,827061.0369,41750.23234,8334.317376,96795.54696,24758.36592,131804.5122,51707.53174,57343.24852,435068.4212,5308213.349,16478.1228,108455.6686,43323.69655,26921.48079,5910.146262,157841.8625,256120.6006,33686.39085,202904.135,35815.85068,102506.9155,22110175.17,15161.41864,151089.6839,44988.19219,1240245.911,106685.6337,3529829.114,152950.6812,863633.8836,102720.812,123832.6016,14059872.11,318754.9849,17818.26238,21352.96773,7981.495622,219873.1421,275624.3827,80294.24356,359695.4114,197119.6453,9068350.345,5117.534633,21332.91337,61532.10533,6911.769004,44547.94115,49842.44051,345275.1402,388949.0873,204732.5468,458257.5673,18340.92083,51867.27234,21826.93868,1211.318672,37829.44836,21796.87205,17606.89048,14342.71471,920.8211832,25791.98836,6688.634165,93251.82263,156918.8376,2716.669954,4876.747219,1082609.942,14547.02842,122386.0771,229.9637848,233323.9652,36932.45961,383193.0668,51798.87569,164415.0348,401984.9501,17087.67014,17217.18946,2983092.338,183481.078,9582.578416,506962.7759,450844.1225,871213.6896,285685.81,15395.09805,30574.71325,8983230.039,24099003.75,520569.3293,419903.7743,70643.69801,1758.951332,25873.53182,10863.01485,12922.24062,5881.422166
QC8,neg,cells,QC,QC,QC,QC,23520.62469,288988.1006,378234.1078,337997.5815,128605.8026,6790977.898,950404.1434,65651.92817,210327.5805,26386635.99,65616.1009,3605127.961,3579331.611,189379.4137,110311.598,136699.4018,3385333.78,1396007.572,215693.3305,859050.4847,31077.11556,49197.32419,121440.4688,296093.3924,279917.6451,3721991.802,620311.9753,52544.55174,1309263.203,2454376.66,163239.9796,17878680.72,11783382.61,407454.0118,538676.1361,25587.05116,314794.2137,2229684.634,2710720.335,443333.244,257441.8603,126887.3144,151105.0994,5724309.656,19264395.21,85593.85059,127877.4839,143287.976,4104688.985,9895821.463,105884.3091,43387.23669,175318.6371,513184.1683,1325100.025,7901299.425,255048.67,89270.62521,27190457.09,158979.7927,70625.76518,308418.3896,168166.5128,19289.45073,1141486.838,174230.3283,158939.9876,21597.17409,93257.82292,280136.8157,607693.3523,802470.9141,22782.26598,223097.4115,2317.088205,40076.67287,2105263.31,76922.8793,177204.3595,71770.70204,90368.00213,72166.5911,69868.59936,210375.965,1636.401814,143097.9148,41186.04462,339889.5603,32112.61328,280740.736,232922.9945,121014.6061,2893389.585,7594.577838,378858.9122,19896.67401,482882.532,455944.4901,2098384.077,166128.461,2358009.242,37116.21915,3478.404431,60361.89379,25789.36859,346558.2877,21165349.34,21800.47721,29932.50235,7082.292738,218730.302,485356.4462,747733.1443,37699.15922,9078.760132,86136.15697,25588.05875,133753.0079,48266.51577,58107.73956,320417.4755,5295638.279,20330.62446,94110.61262,38467.875,30321.35748,5659.98123,153711.9663,260865.6366,32228.06911,184251.7857,31439.20306,105836.1255,21182086.51,12633.63614,134673.451,44660.96283,1145357.382,104924.4892,3090647.344,160352.8989,905545.4814,95765.81479,103065.2592,14903954.83,256032.9204,19300.26597,23764.70994,6916.484843,207441.8465,307864.1182,71006.81601,346169.0925,204346.2493,7871124.162,5254.561426,23581.74914,45935.14193,6660.152715,43401.67855,52509.27088,361306.3487,419459.4132,199282.5361,394906.1606,17007.48151,50162.19226,25346.98345,727.7592999,34202.79338,18334.71796,14189.46185,15444.69804,783.9549068,29513.3716,6331.38632,73191.59781,145237.148,1192.76038,6554.548813,935543.1626,9943.234324,112604.1386,207.7316655,231793.5759,33677.45031,362065.0968,41369.06069,150892.8162,384328.5604,18516.38325,14143.66169,2666535.967,171036.09,9281.920213,468678.3107,368213.227,740726.6758,225207.2407,12498.45163,27313.42406,5245185.85,20595016.71,489045.4733,409903.7969,64570.78966,232.9295061,21633.40984,10336.99565,12996.8925,2769.050028
QC9,neg,cells,QC,QC,QC,QC,17858.52355,250131.602,338564.6306,321175.699,133703.4633,6503712.982,908913.2493,41756.04895,248986.9714,23963022.69,52322.40639,3407293.295,3407293.295,159354.0482,101531.5902,150731.8349,2896405.05,1354040.632,185996.142,815118.3302,31446.19637,46681.33391,163562.5629,302615.5095,232619.9318,3100392.047,634731.7823,39270.01603,1238721.797,2232305.862,159409.6626,16056837.39,11112604.23,349431.2821,539254.8133,27844.57925,295365.9006,1917135.701,2326482.477,414545.2505,233690.8157,100863.3375,104879.5737,5437876.318,16861499.95,58859.61542,111657.0314,139736.5095,3678938.229,8874436.607,96573.62826,36675.04954,163617.9608,500283.9753,1290657.265,7473109.324,245042.6557,101973.5786,23216032.32,124565.2133,57764.67964,277063.0857,148783.9849,17536.27994,1060917.296,141796.1533,128795.3668,18613.53806,75741.77954,276434.5424,591787.7336,782288.5005,20645.84922,192813.1872,3605.936603,33709.90807,1846013.752,76154.16798,165433.8029,57635.16868,94672.78022,65913.91137,62319.62835,181376.5375,2118.786989,128719.1834,34249.84209,296239.8631,32923.30926,251248.623,233548.5408,135078.3412,3333150.794,8399.185119,519783.8455,16371.22408,462515.8705,427101.9516,1777277.107,155589.1947,2145504.444,35900.81444,4491.300099,62030.06915,28001.34946,413516.9759,18935899.81,22083.08587,26133.34212,6698.438593,216507.9368,442404.1285,773558.793,38973.35454,7087.313428,77019.07939,26007.76754,125114.8611,43552.54796,51819.80792,391949.3454,4946137.924,15580.88699,88449.9053,44483.7405,27364.94231,3659.677997,147849.3567,253655.7839,30403.08452,161087.4525,31867.83343,99663.88312,20651989.8,14747.32937,126401.3835,33110.48586,1106694.363,85284.12977,2791895.017,158460.8537,792852.2701,92182.25588,94452.97803,14451984.25,251843.135,17172.46353,16377.76256,6608.986218,203629.6573,270997.54,67547.56119,331193.2485,201678.3857,7086670.755,4591.711808,24106.32547,50637.9645,6978.919357,35115.93769,51385.62153,352368.267,375838.5565,192737.3987,358887.7176,15185.66494,40464.99007,14690.30371,605.4052115,35608.55215,22779.70825,16426.44202,12150.19635,645.0952295,27468.45967,5797.528911,69130.11251,127221.509,1910.750928,2895.813402,828929.8221,11999.04517,90397.96375,,208123.9738,33877.32003,334663.1541,43305.92565,137570.4641,358822.2474,13862.29831,13294.37349,2565367.413,147797.1135,7793.291918,419590.0742,351695.2929,791034.7691,252478.7529,12339.41973,26448.14909,6392600.394,20784173.13,459338.9898,379009.889,62826.35402,722.1946877,23118.82618,10905.86328,12624.4509,2124.69084
